instanceID,from_email,mail_date,subject,source_IP,IP_BL,originating_domain,originating_country,domain_creation_date,domain_expiration_date,registrar,domain_age,domain_status,reply_to,return_path,rec_status,msgID,time,con_typ,hop_count
1483283836.30418_1319.txt,'Nerve_Pain_Cure@felt.simplenerverelief.top'>,NULL,NULL,69.162.65.117,0,felt.simplenerverelief.top,US,2017-04-07,2018-05-09,NULL,1,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283837.30418_1321.txt,'NutrisystemAffiliate@platinum.lotsusc.top'>,NULL,NULL,212.48.236.119,0,platinum.lotsusc.top,RU,2017-04-07,2018-05-09,NULL,1,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1325.txt,'responder@autoresponder-email.com'>,NULL,NULL,186.182.116.96,1,hostgator.com,AR,2002-10-23,2024-10-23,"eNom, Inc.",22,Active,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1327.txt,'responder@autoresponder-email.com'>,NULL,NULL,186.182.116.96,1,hostgator.com,AR,2002-10-23,2024-10-23,"eNom, Inc.",22,Active,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1333.txt,'heart-attack-fighter@gutsy.reliefendheartattack.t>,NULL,NULL,82.145.55.30,1,gutsy.reliefendheartattack.top,GB,2017-04-07,2018-05-09,NULL,1,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1337.txt,'Nancy_Williams@allow.islenfd.top'>,NULL,NULL,82.145.55.144,0,allow.islenfd.top,GB,2017-04-07,2018-05-09,NULL,1,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1339.txt,'Skypowergenerator@skytechno.us'>,NULL,NULL,192.227.215.118,1,00003675.skytechno.us,US,2017-01-01,2018-03-04,NULL,1,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1343.txt,'Salvatore_Schwartz@teach.timesharesellpointed.us'>,NULL,NULL,104.36.86.179,1,teach.timesharesellpointed.us,US,2017-01-01,2018-03-04,NULL,1,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1345.txt,'Salvatore_Schwartz@teach.timesharesellpointed.us'>,NULL,NULL,104.36.86.179,1,teach.timesharesellpointed.us,US,2017-01-01,2018-03-04,NULL,1,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1347.txt,'Heart.Attack.Fighter@gifted.informcureheartattack>,NULL,NULL,104.36.86.182,1,gifted.informcureheartattack.us,US,2017-01-01,2018-03-04,NULL,1,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1349.txt,'Nerve.PainCure@stage.aalemed.top'>,NULL,NULL,107.173.46.83,1,stage.aalemed.top,US,2017-04-07,2018-05-09,NULL,1,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1351.txt,'CNN_Report@wonder.xiangtang.science'>,NULL,NULL,107.173.46.85,1,wonder.xiangtang.science,US,2015-04-11,2017-05-20,NULL,2,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1353.txt,'CNN_Report@wonder.xiangtang.science'>,NULL,NULL,107.173.46.85,1,wonder.xiangtang.science,US,2015-04-11,2017-05-20,NULL,2,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1355.txt,'Conor-Wiley@offender.dengding.science'>,NULL,NULL,107.173.46.86,1,offender.dengding.science,US,2015-04-11,2017-05-20,NULL,2,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1357.txt,'Military_Headlight@lovely.qotwish.us'>,NULL,NULL,104.36.86.189,0,lovely.qotwish.us,US,2017-01-01,2018-03-04,NULL,1,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1361.txt,'Military_Headlight@essential.fenghu.science'>,NULL,NULL,107.173.46.88,1,essential.fenghu.science,US,2015-04-11,2017-05-20,NULL,2,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1363.txt,'Melanie_Hudson@profile.succeedlossweight.top'>,NULL,NULL,192.0.31.180,1,profile.succeedlossweight.top,US,2017-04-07,2018-05-09,NULL,1,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1367.txt,'Safe_Driving_Breathalyzer@savage.imtscar.top'>,NULL,NULL,192.0.31.181,1,savage.imtscar.top,US,2017-04-07,2018-05-09,NULL,1,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1371.txt,'ForbesExclusive@warrior.brainboosterpilleffective>,NULL,NULL,192.0.31.182,0,warrior.brainboosterpilleffective.top,US,2017-04-07,2018-05-09,NULL,1,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1373.txt,'Forbes-Emergency-Update@troop.mantian.science'>,NULL,NULL,107.173.46.90,1,troop.mantian.science,US,2015-04-11,2017-05-20,NULL,2,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1375.txt,'Probiotic.Supplement@figurehead.yuphealthpandemic>,NULL,NULL,198.1.165.2,0,figurehead.yuphealthpandemicinfo.top,US,2017-04-07,2018-05-09,NULL,1,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1377.txt,'Melanie.Hudson@island.renshi.science'>,NULL,NULL,50.3.144.162,0,island.renshi.science,US,2015-04-11,2017-05-20,NULL,2,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1379.txt,'Forbes-Brain-Revolution@gloves.xinghuayuan.scienc>,NULL,NULL,50.3.144.164,0,gloves.xinghuayuan.science,US,2015-04-11,2017-05-20,NULL,2,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483283838.30418_1381.txt,'Probiotic.Supplement@forest.liuxinghua.science'>,NULL,NULL,50.3.144.165,0,forest.liuxinghua.science,US,2015-04-11,2017-05-20,NULL,2,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483313755.30418_1383.txt,'Instaflex.Advanced@barbwire.behoten.top'>,NULL,NULL,198.1.165.12,1,barbwire.behoten.top,CN,2017-04-07,2018-05-09,NULL,1,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483313755.30418_1385.txt,'Permanently.EndNeuropathy@gargantuan.clidisi.top'>,NULL,NULL,198.1.165.13,1,gargantuan.clidisi.top,CN,2017-04-07,2018-05-09,NULL,1,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483313755.30418_1387.txt,'HeartAttack-Fighter@knob.ichina.science'>,NULL,NULL,94.242.223.227,1,knob.ichina.science,LU,2015-04-11,2017-05-20,NULL,2,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483313755.30418_1389.txt,'HeartAttack-Fighter@knob.ichina.science'>,NULL,NULL,94.242.223.227,1,knob.ichina.science,LU,2015-04-11,2017-05-20,NULL,2,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483313755.30418_1391.txt,'Winter_Tech@religion.nuevazelanda.science'>,NULL,NULL,94.242.223.228,1,religion.nuevazelanda.science,LU,2015-04-11,2017-05-20,NULL,2,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483313755.30418_1393.txt,'Winter_Tech@religion.nuevazelanda.science'>,NULL,NULL,94.242.223.228,1,religion.nuevazelanda.science,LU,2015-04-11,2017-05-20,NULL,2,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483313755.30418_1395.txt,'CNN-Report@kids.wechatic.science'>,NULL,NULL,94.242.223.229,1,kids.wechatic.science,LU,2015-04-11,2017-05-20,NULL,2,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
1483313755.30418_1397.txt,'The-Master-Key@owls.hairstyletrend.science'>,NULL,NULL,94.242.223.230,1,owls.hairstyletrend.science,LU,2015-04-11,2017-05-20,NULL,2,Expired,NULL,NULL,0,NULL,NULL,NULL,NULL
